objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-1	0	object/building/kashyyyk/thm_kash_rodian_bannerpole_s01.iff	0	0	195	0	0	0	0	0		$|
-774325041	0	object/tangible/camp/camp_tent_s5.iff	0	1446.09	30.3256	1365.32	0.118921	0	0.992904	0		$|
-1908401984	0	object/tangible/camp/camp_cot_s1.iff	0	1678.68	33.0475	1686.73	1	0	0	0		$|
-2093773463	0	object/static/structure/general/tato_cave_stalactite_med.iff	0	908.822	54.7219	1138.92	-0.000335025	0.944148	-0.000722434	0.329521		$|
-555016066	0	object/static/structure/general/tato_cave_stalactite_med.iff	0	913.153	53.6713	1140.14	0.0648775	0.68847	0.236318	-0.682607		$|
-1556862676	0	object/static/structure/general/tato_cave_stalagmite_large.iff	0	911.35	49.3087	1139.41	1	0	0	0		$|
-1621582391	0	object/static/structure/general/tato_cave_stalagmite_med.iff	0	912.11	50.3031	1141.73	1	0	0	0		$|
-1668142224	0	object/static/structure/general/tato_cave_stalagmite_large.iff	0	909.722	47.5664	1141.24	-0.57352	0	0.819192	0		$|
-1847828235	0	object/static/structure/general/tato_cave_stalagmite_med.iff	0	910.713	49.7933	1142.95	0.987227	0	0	0.159318		$|
-565923755	0	object/static/structure/general/tato_cave_rock_large.iff	0	908.241	51.9609	1140.6	0.915116	0	0.40319	0		$|
-1927376940	0	object/static/structure/general/skeleton_ancient_s01.iff	0	330.933	54.1086	1307.84	-0.144994	0.441762	0.00736568	0.885307		$|
-694282569	0	object/static/structure/general/skeleton_human_head.iff	0	340.85	54.9665	1308.51	0.563041	0.538127	0.515573	0.357195		$|
-556911782	0	object/static/structure/general/skeleton_human_head.iff	0	347.177	55.2478	1318.37	0.422367	-0.302475	0.825324	-0.22126		$|
-231542615	0	object/static/structure/general/tankfarm_s01.iff	0	1445.5	30.4145	1359.51	0.974782	-0.223104	0.00111553	-0.00487396		$|
-976317925	0	object/static/structure/tatooine/palette_tatooine_style_01.iff	0	1452.33	31.4794	1358.89	-0.63768	-0.00602632	0.763889	-0.0990007		$|
-1960783934	0	object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	0	1452.59	30.9221	1358.94	0.982004	0	0	0.188859		$|
-879410635	0	object/static/structure/general/droid_r4_powerdown.iff	0	1449.53	31.1586	1359.55	-0.0993289	0.486969	0.834998	0.236165		$|
-1241413427	0	object/static/structure/general/prp_junk_s7.iff	0	1681.67	34.1181	1683.86	0.221238	0.946637	-0.211708	0.100561		$|
-2079230854	0	object/static/structure/general/debris_deathstar_storage.iff	0	1681.8	26.6538	1688.92	0.921061	0	-0.389418	0		$|
-2083494600	0	object/static/structure/general/campfire_ash.iff	0	1676.55	33.1649	1686.64	1	0	0	0		$|
-1946274642	0	object/static/structure/tatooine/debris_tatt_radar_dish.iff	0	1675.93	32.0191	1683.18	0.886384	-0.0736338	-0.0624788	0.452767		$|
-1677962170	0	object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	0	1680.2	32.9323	1685.13	1	0	0	0		$|
-1647848179	0	object/static/structure/tatooine/debris_tatt_drum_storage_2.iff	0	1679.5	32.942	1685.13	-0.696707	0	0.717356	0		$|
-1062241431	0	object/static/structure/general/tato_cave_stalagmite_tiny.iff	0	1682.84	32.683	1690.96	1	0	0	0		$|
-854658269	0	object/static/tatooine/rock_spire_lumpy_tatooine_style_2.iff	0	1086.7	60.156	540.322	1	0	0	0		$|
-2090498086	0	object/static/tatooine/rock_spire_skinny_tatooine_style_1.iff	0	1082.39	50.9253	580.482	1	0	0	0		$|
-942219052	0	object/static/tatooine/rock_spire_smooth_tatooine.iff	0	1034.69	47.3531	654.914	1	0	0	0		$|
-1720483051	0	object/static/tatooine/rock_spire_skinny_tatooine.iff	0	1450.15	52.5237	663.506	1	0	0	0		$|
-609843239	0	object/static/tatooine/rock_spire_lumpy_tatooine_style_2.iff	0	1487.82	58.7875	673.1	1	0	0	0		$|
-751867451	0	object/static/tatooine/rock_spire_lumpy_tatooine.iff	0	1535.56	50.8182	791.477	1	0	0	0		$|
-641399737	0	object/tangible/poi/spawnegg/exterior_spawnegg.iff	0	344.789062	54.335289	1309.506836	1	0	0	0		$|
-977230724	0	object/tangible/poi/spawnegg/exterior_spawnegg.iff	0	1453.036621	30.69375801	1364.406738	1	0	0	0		$|
-1246571693	0	object/tangible/poi/spawnegg/exterior_spawnegg.iff	0	1677.203125	32.97682953	1689.674316	1	0	0	0		$|
-1674091023	0	object/tangible/poi/spawnegg/exterior_spawnegg.iff	0	1672.44873	33.17782593	1685.618652	1	0	0	0		$|
-1182814570	0	object/tangible/ground_spawning/mob_spawner.iff	0	994	128	369	1	0	0	0		$|
-517957242	0	object/static/terrain/tatooine/rock_spire_lumpy_tatooine_style_2.iff	0	1086.7	60.156	540.322	1	0	0	0		$|
-416999969	0	object/static/terrain/tatooine/rock_spire_skinny_tatooine_style_1.iff	0	1082.39	50.9253	580.482	1	0	0	0		$|
-1804617885	0	object/static/terrain/tatooine/rock_spire_smooth_tatooine.iff	0	1034.69	47.3531	654.914	1	0	0	0		$|
-648240706	0	object/static/terrain/tatooine/rock_spire_skinny_tatooine.iff	0	1450.15	52.5237	663.506	1	0	0	0		$|
-1239926135	0	object/static/terrain/tatooine/rock_spire_lumpy_tatooine_style_2.iff	0	1487.82	58.7875	673.1	1	0	0	0		$|
-1416801220	0	object/static/terrain/tatooine/rock_spire_lumpy_tatooine.iff	0	1535.56	50.8182	791.477	1	0	0	0		$|
