objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-1	0	object/building/kashyyyk/thm_kash_rodian_bannerpole_s01.iff	0	0	195	0	0	0	0	0		
-774325041	0	object/static/structure/general/prp_junk_s1.iff	0	32.5046	76.1057	1979.89	1	0	0	0		$|
-1908401984	0	object/static/structure/general/prp_junk_s2.iff	0	8.92088	75.938	1986.41	0.746105	0.0925359	-0.0598161	-0.656647		$|
-2093773463	0	object/static/structure/general/prp_junk_s4.iff	0	2.53373	75.3539	1993.74	1	0	0	0		$|
-555016066	0	object/static/structure/general/prp_junk_s5.iff	0	16.1547	76.3317	1974.9	1	0	0	0		$|
-1556862676	0	object/static/structure/general/prp_junk_s7.iff	0	1.30247	76.9581	2008.76	0.995953	0	0	0.0898786		$|
-1621582391	0	object/static/structure/general/transport_debris_01.iff	0	11.9373	74.0945	1990.32	-0.0600365	-0.111446	0.990094	0.0607362		$|
-1668142224	0	object/static/particle/pt_sparks_small.iff	0	18.8855	75.5713	1989.26	1	0	0	0		$|
-1847828235	0	object/static/particle/pt_sparks_large.iff	0	12.1578	75.0309	1987.94	1	0	0	0		$|
-565923755	0	object/static/structure/naboo/gungan_cleft_wall_lg_s01.iff	0	1867.61	73.8611	1762.08	1	0	0	0		$|
-1927376940	0	object/static/structure/naboo/gungan_damaged_narrow_arch_s01.iff	0	1871.39	73.7145	1765.82	0.707108	0	-0.707106	0		$|
-694282569	0	object/static/structure/naboo/gungan_damaged_wall_lg_s01.iff	0	1869.53	73.8562	1758.02	0.707108	0	-0.707106	0		$|
-556911782	0	object/static/structure/naboo/gungan_pillar_damaged_s01.iff	0	1875.61	73.7735	1765.74	1	0	0	0		$|
-231542615	0	object/static/structure/naboo/gungan_pillar_ruined_s01.iff	0	1876.95	73.7671	1758.22	0.9998	0	-0.0199987	0		$|
-976317925	0	object/static/structure/naboo/garden_gazebo_lg_s01.iff	0	1164	90	699.603	1	0	0	0		$|
-1960783934	0	object/static/structure/naboo/gungan_statue_s01.iff	0	1164.71	90.1897	696.84	0.143704	0	0.989621	0		$|
-879410635	0	object/static/structure/naboo/gungan_statue_s02.iff	0	1163.29	90.2214	702.619	1	0	0	0		$|
-1241413427	0	object/tangible/gravestone/gravestone02.iff	0	1164.27	90.3479	699.499	0.721382	0	0.692538	0		$|
-2079230854	0	object/tangible/gravestone/gravestone03.iff	0	1163.68	90.3479	699.464	0.741831	0	-0.670587	0		$|
-2083494600	0	object/tangible/poi/spawnegg/exterior_spawnegg.iff	0	1926.943359	80.82769775	1763.450195	1	0	0	0		$|
-1946274642	0	object/tangible/ground_spawning/mob_spawner.iff	0	0	74	2000	1	0	0	0		$|
-517957242	0	object/tangible/ground_spawning/mob_spawner.iff	0	1940	81	1778	1	0	0	0		$|
-1804617885	0	object/tangible/ground_spawning/mob_spawner.iff	0	1158	90	691	1	0	0	0		$|
