objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-2131416236	0	object/tangible/ground_spawning/patrol_spawner.iff	0	674.505	207.709	884.305	1	0	0	0	systems.spawning.spawner_patrol	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|60.000000|fltRadius|2|0.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|2|intSpawnSystem|0|1|patrolPathType|4|oscillate|registerWithController|0|1|strName|4|smuggler_enemy_patrol|strPatrolPointNames|5|smuggler_enemy_patrol_10300152_1:smuggler_enemy_patrol_10300152_2:smuggler_enemy_patrol_10300152_3:smuggler_enemy_patrol_10300152_4:|strSpawnerType|4|patrol|strSpawns|4|endor/smuggler_patrol_9|$|
-2090482554	0	object/tangible/ground_spawning/patrol_spawner.iff	0	677.941	207.704	871.561	1	0	0	0	systems.spawning.spawner_patrol	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|60.000000|fltRadius|2|0.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|2|intSpawnSystem|0|1|patrolPathType|4|oscillate|registerWithController|0|1|strName|4|smuggler_enemy_patrol|strPatrolPointNames|5|smuggler_enemy_patrol_10300158_1:smuggler_enemy_patrol_10300158_2:smuggler_enemy_patrol_10300158_3:smuggler_enemy_patrol_10300158_4:|strSpawnerType|4|patrol|strSpawns|4|endor/smuggler_patrol_9|$|
-2065190643	0	object/tangible/collection/rock_burning_04.iff	0	405.264	205.674	2012.67	1	0	0	0	systems.collections.consume_click	collection.slotName|4|col_rock_burning:burning_rock_04|$|
-2029997771	0	object/tangible/ground_spawning/patrol_waypoint.iff	0	660.799	207.704	893.693	1	0	0	0	systems.spawning.patrol_point_setup	ignoreInBuildoutArray|0|1|pointName|4|smuggler_enemy_patrol_10300152_1|registerWithController|0|1|$|
-1996709103	0	object/tangible/ground_spawning/patrol_waypoint.iff	0	689.556	207.704	844.783	1	0	0	0	systems.spawning.patrol_point_setup	ignoreInBuildoutArray|0|1|pointName|4|smuggler_enemy_patrol_10300158_4|registerWithController|0|1|$|
-1949872572	0	object/tangible/ground_spawning/patrol_waypoint.iff	0	725.658	207.35	879.967	1	0	0	0	systems.spawning.patrol_point_setup	ignoreInBuildoutArray|0|1|pointName|4|smuggler_enemy_patrol_10300177_4|registerWithController|0|1|$|
-1879628310	0	object/tangible/ground_spawning/patrol_waypoint.iff	0	717.337	207.685	872.202	1	0	0	0	systems.spawning.patrol_point_setup	ignoreInBuildoutArray|0|1|pointName|4|smuggler_enemy_patrol_10300158_2|registerWithController|0|1|$|
-1806497909	0	object/tangible/ground_spawning/patrol_spawner.iff	0	631.709	208.151	884.049	1	0	0	0	systems.spawning.spawner_patrol	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|60.000000|fltRadius|2|0.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|2|intSpawnSystem|0|1|patrolPathType|4|oscillate|registerWithController|0|1|strName|4|smuggler_enemy_patrol|strPatrolPointNames|5|smuggler_enemy_patrol_10300171_1:smuggler_enemy_patrol_10300171_2:smuggler_enemy_patrol_10300171_3:smuggler_enemy_patrol_10300171_4:|strSpawnerType|4|patrol|strSpawns|4|endor/smuggler_patrol_9|$|
-1753794221	0	object/tangible/ground_spawning/patrol_waypoint.iff	0	646.035	208.617	882.901	1	0	0	0	systems.spawning.patrol_point_setup	ignoreInBuildoutArray|0|1|pointName|4|smuggler_enemy_patrol_10300152_2|registerWithController|0|1|$|
-1386342265	0	object/tangible/ground_spawning/patrol_spawner.iff	0	689.561	202.656	902.209	1	0	0	0	systems.spawning.spawner_patrol	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|60.000000|fltRadius|2|0.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|2|intSpawnSystem|0|1|patrolPathType|4|oscillate|registerWithController|0|1|strName|4|smuggler_enemy_patrol|strPatrolPointNames|5|smuggler_enemy_patrol_10300177_1:smuggler_enemy_patrol_10300177_2:smuggler_enemy_patrol_10300177_3:smuggler_enemy_patrol_10300177_4:|strSpawnerType|4|patrol|strSpawns|4|endor/smuggler_patrol_9|$|
-1295900681	0	object/tangible/ground_spawning/patrol_waypoint.iff	0	640	208.863	857.346	1	0	0	0	systems.spawning.patrol_point_setup	ignoreInBuildoutArray|0|1|pointName|4|smuggler_enemy_patrol_10300164_5|registerWithController|0|1|$|
-1227991112	0	object/tangible/ground_spawning/patrol_waypoint.iff	0	709.77	204.663	909.057	1	0	0	0	systems.spawning.patrol_point_setup	ignoreInBuildoutArray|0|1|pointName|4|smuggler_enemy_patrol_10300177_2|registerWithController|0|1|$|
-1197121123	0	object/building/poi/endor_marauder_medium2.iff	0	671.996	207.704	860.113	1	0	0	0	poi.template.scene.base.base_theater	intPrespawned|0|1|poi.fltSize|0|82|theater.children|7|10725441:10725446:10725465:10725470:10725471:10725472:10725479:10725480:|theater.objMobSpawners|7|10725441:|theater.objObjectiveSpawners|7|10725446:|theater.spawnMethod|0|1|theater.tbl|4|datatables/poi/endor_marauder_medium2.iff|$|
