objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-2145186637	0	object/tangible/collection/rare_rifle_tusken_king.iff	0	557.381	7.44389	82.9375	-0.661865	-0.0534896	-0.0524721	0.745868	systems.collections.consume_click	collection.slotName|4|col_rare_rifle_03:tusken_king_01|$|
-2135936648	0	object/tangible/item/ig_droid_head.iff	0	1232.33	24.0869	598.146	0.748371	0.165691	-0.222333	-0.60254		$|
-2126476586	0	object/tangible/item/loot_cube.iff	0	1232.4	24.9118	598.289	1	0	0	0	item.loot_cube.republic_assembly_tool	$|
-2036814277	0	object/tangible/item/loot_cube.iff	0	1232.4	24.768	598.212	1	0	0	0	item.loot_cube.republic_assembly_tool	$|
-1939392437	0	object/tangible/furniture/all/frn_all_tiki_torch_s1.iff	0	1233.21	24	594.85	1	0	0	0		$|
-1931846885	0	object/tangible/furniture/all/frn_all_table_s03.iff	0	1232.84	24.0298	598.26	1	0	0	0		$|
-1747581661	0	object/tangible/furniture/all/frn_bench_generic.iff	0	1230.44	24	595.53	0.999888	-0.000149992	0.0149987	-1.19203e-009		occupied.limit|0|1|$|
-1730378722	0	object/tangible/ground_spawning/patrol_spawner.iff	0	1318.06	26.6837	565.369	1	0	0	0	systems.spawning.spawner_patrol	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|60.000000|fltRadius|2|3.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|3|intSpawnSystem|0|1|patrolPathType|4|cycle|registerWithController|0|1|strName|4|Smuggler_Enemy_Patrol|strPatrolPointNames|5|Smuggler_Enemy_Patrol_10050066_1:Smuggler_Enemy_Patrol_10050066_2:Smuggler_Enemy_Patrol_10050066_3:Smuggler_Enemy_Patrol_10050066_4:|strSpawnerType|4|patrol|strSpawns|4|endor/smuggler_patrol_8|$|
-1631250554	0	object/tangible/item/loot_cube.iff	0	1232.4	24.8405	598.332	1	0	0	0	item.loot_cube.republic_assembly_tool	$|
