objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-40438000	0	object/building/kashyyyk/thm_kash_rodian_bannerpole_s01.iff	0	0	195	0	1	0	0	0		$|
-1906901587	0	object/static/worldbuilding/structures/camp_tent_s06.iff	0	55.04	84.0891	1298.27	0.825316	-0.0275755	-0.561342	0.0546665		$|
-1217375138	0	object/tangible/ground_spawning/area_spawner.iff	0	51.3662	80.8198	1291.46	0.901143	0	0.433523	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|2.000000|fltMinSpawnTime|2|1.000000|fltRadius|2|0.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|lepwalk_ice_cream|strSpawnerType|4|area|strSpawns|4|lepwalk_chan_ice_cream|$|
-774325041	0	object/tangible/jedi/force_shrine_stone.iff	0	115.625	160.031	1401.13	0.707107	0	0.707107	0		$|
-1908401984	0	object/static/structure/dantooine/dant_jedi_temple_pillar_sm.iff	0	111.203	161.354	1399.53	0.707114	0	0.707099	0		$|
-2093773463	0	object/static/structure/dantooine/dant_jedi_temple_pillar_sm.iff	0	119.887	161.364	1399.56	1	0	0	0		$|
-555016066	0	object/static/structure/dantooine/dant_jedi_temple_pillar_base.iff	0	114.657	161.353	1399.52	0	0	1	0		$|
-1556862676	0	object/static/structure/dantooine/dant_jedi_temple_pillar_base.iff	0	116.45	161.343	1399.47	1	0	0	0		$|
-1621582391	0	object/static/structure/dantooine/dant_jedi_temple_altar.iff	0	115.566	143.399	1399.53	1	0	0	0		$|
-1668142224	0	object/static/particle/pt_poi_electricity_2x2.iff	0	115.628	161.479	1401.12	1	0	0	0		$|
