objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-52348000	0	object/building/kashyyyk/thm_kash_rodian_bannerpole_s01.iff	0	0	195	0	1	0	0	0		$|
-439259721	0	object/tangible/collection/rock_bubbling_07.iff	0	64.0374	0.0587966	1935.61	1	0	0	0	systems.collections.consume_click	collection.slotName|4|col_rock_bubbling:bubbling_rock_07|$|
-774325041	0	object/static/structure/general/tato_cave_rock_large.iff	0	192.454	1.67452	1904.52	0.700276	0.713855	0.00350141	0.0035693		$|
-1908401984	0	object/static/structure/general/tato_cave_rock_large.iff	0	193.586	1.28978	1904.45	-0.625519	0	0.780209	0		$|
-2093773463	0	object/static/structure/general/tato_cave_rock_large.iff	0	194.747	0.638591	1903.61	0.872745	0.488177	0	0		$|
-555016066	0	object/static/structure/general/tato_cave_rock_large.iff	0	192.08	0.005614	1895.79	0.764842	0	0	-0.644218		$|
-1556862676	0	object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	0	189.52	2.58392	1904.2	0.977397	-0.0249057	-0.164284	-0.130714		$|
-1621582391	0	object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	0	188.541	2.70905	1903.52	0.993564	0.0529262	-0.0508414	-0.0862871		$|
-1668142224	0	object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	0	188.693	2.4492	1902.44	0.858803	-0.184624	-0.457218	-0.139006		$|
-1847828235	0	object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	0	188.574	2.53978	1901.05	0.985605	0.0131975	0.168506	-0.00383928		$|
-565923755	0	object/static/structure/general/trash_pile_s01.iff	0	1852.7	11.9627	594.096	1	0	0	0		$|
-1927376940	0	object/static/structure/general/trash_pile_s01.iff	0	1852.02	11.9898	593.745	0.928665	0	0.37092	0		$|
-694282569	0	object/static/structure/general/trash_pile_s01.iff	0	1851.91	11.9818	594.903	0.904752	0	-0.42594	0		$|
-556911782	0	object/static/structure/general/trash_pile_s01.iff	0	1852.95	11.936	594.917	0.900447	0	-0.434965	0		$|
-231542615	0	object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	0	1849.87	11.7218	597.459	-0.254184	-0.183565	0.933682	0.173007		$|
-976317925	0	object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	0	1852.11	11.4983	588.065	0.896052	0	0.443948	0		$|
-1960783934	0	object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	0	1853.83	11.0181	590.343	0.82936	0.154484	-0.458481	-0.279451		$|
-879410635	0	object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	0	1838.6	12.1019	597.594	0.758362	0	0	0.651834		$|
-1241413427	0	object/static/structure/general/prp_junk_s5.iff	0	1840.44	11.2776	585.885	0.717911	0.696135	0	0		$|
-2079230854	0	object/static/structure/general/prp_junk_s6.iff	0	1833.69	12.1222	592.017	0.545415	-0.576189	0.183076	0.580527		$|
-2083494600	0	object/static/structure/general/prp_junk_s2.iff	0	1842.71	12.0527	596.486	0.622523	0.69213	0.224339	-0.288258		$|
-1946274642	0	object/static/structure/corellia/corl_tent_hut_s01.iff	0	170.02	3	1889.54	-0.693111	0	0.720831	0		$|
-1677962170	0	object/static/structure/general/prp_engine.iff	0	1849.3	11.8503	588.031	0.135631	-0.160473	0.923329	0.321428		$|
-1647848179	0	object/static/structure/tatooine/debris_tatt_radar_dish.iff	0	1859.45	10.9587	591.8	0.92938	-0.066573	-0.207827	0.297706		$|
-1062241431	0	object/static/structure/tatooine/debris_tatt_crate_1.iff	0	1844.11	11.5045	598.433	0.912306	-0.0785951	0.208805	-0.343395		$|
-854658269	0	object/static/structure/tatooine/wall_pristine_tatooine_large_style_02.iff	0	196.627	1.78617	1899.79	0.5	-0.5	-0.5	0.5		$|
-2090498086	0	object/static/structure/tatooine/wall_pristine_tatooine_large_style_02.iff	0	196.634	1.28895	1899.53	-0.5	-0.5	0.5	0.5		$|
-942219052	0	object/static/structure/tatooine/wall_gate_tatooine_style_02.iff	0	190.867	1.79841	1899.73	3.20013e-008	0	1	0		$|
-1720483051	0	object/static/structure/tatooine/wall_gate_tatooine_style_03.iff	0	204.374	1.44186	1899.69	1	0	0	0		$|
-609843239	0	object/static/structure/tatooine/pillar_pristine_tall_style_01.iff	0	204.652	-3.91459	1896.67	1	0	0	0		$|
-751867451	0	object/static/structure/tatooine/pillar_pristine_tall_style_01.iff	0	204.661	-3.84588	1903.71	1	0	0	0		$|
-641399737	0	object/static/structure/tatooine/pillar_pristine_tall_style_01.iff	0	204.59	-6.5994	1900.1	1	0	0	0		$|
-977230724	0	object/static/structure/tatooine/pillar_pristine_tall_style_01.iff	0	191.623	-4.02897	1896.71	1	0	0	0		$|
-1246571693	0	object/static/structure/tatooine/debris_tatt_crate_1.iff	0	169.767	3.12649	1883.06	1	0	0	0		$|
-1674091023	0	object/static/structure/tatooine/debris_tatt_crate_metal_1.iff	0	167.517	3.12649	1881.14	1	0	0	0		$|
-1182814570	0	object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	0	168.385	3.12649	1879.96	1	0	0	0		$|
-882045225	0	object/static/structure/tatooine/debris_tatt_drum_storage_1.iff	0	169.69	3.12649	1883.96	1	0	0	0		$|
-1550073655	0	object/static/structure/tatooine/debris_tatt_drum_storage_2.iff	0	169.719	4.01193	1884.04	0.971338	0	0.237703	0		$|
-409244986	0	object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	0	168.584	3.12649	1882.81	1	0	0	0		$|
-280675418	0	object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	0	168.627	3.12649	1884.17	1	0	0	0		$|
-2133527664	0	object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	0	166.913	3.12649	1879.93	1	0	0	0		$|
-517957242	0	object/static/structure/tatooine/palette_tatooine_style_01.iff	0	169.173	3	1883.49	1	0	0	0		$|
-416999969	0	object/static/structure/tatooine/palette_tatooine_style_01.iff	0	167.618	3	1880.69	1	0	0	0		$|
-1804617885	0	object/static/structure/tatooine/wall_gate_tatooine_style_01.iff	0	165.656	1.9476	1864.3	0.819648	0	-0.572867	0		$|
-648240706	0	object/static/structure/tatooine/wall_junkshop_watto.iff	0	173.6	1.04572	1871.73	0.857709	0	-0.514136	0		$|
-1239926135	0	object/static/structure/tatooine/wall_junkshop_watto.iff	0	184.555	1.0495	1888.26	0.904752	0	-0.42594	0		$|
-1416801220	0	object/static/structure/tatooine/pillar_pristine_small_style_01.iff	0	178.943	1.70611	1880.62	0.965092	0	0.261909	0		$|
-1550759483	0	object/static/structure/tatooine/palette_tatooine_style_01.iff	0	167.604	3.43107	1878.72	-0.641254	0.297982	0.641254	-0.297982		$|
-1813593959	0	object/static/structure/tatooine/wall_junkshop_watto.iff	0	185.616	1.10141	1911.51	-0.458046	0	0.888929	0		$|
-1685100866	0	object/static/structure/tatooine/debris_tatt_crate_1.iff	0	201.639	1.78278	1896.37	1	0	0	0		$|
-91884238	0	object/static/structure/tatooine/debris_tatt_crate_1.iff	0	200.601	1.76741	1896.38	1	0	0	0		$|
-507892488	0	object/static/structure/tatooine/debris_tatt_crate_1.iff	0	200.962	2.47311	1896.32	0.902611	0	-0.430458	0		$|
-1424652355	0	object/static/structure/tatooine/palette_tatooine_style_01.iff	0	202.85	2.63184	1902.09	0.644106	-0.267555	0.65496	0.290809		$|
-1927988745	0	object/static/item/item_tank_gas.iff	0	168.506	3.12649	1881.14	1	0	0	0		$|
-1948313463	0	object/static/structure/general/streetlamp_small_red_style_01.iff	0	204.116	5.19592	1903.61	0.707107	0.707107	0	0		$|
-1331595969	0	object/static/structure/general/streetlamp_small_green_style_01.iff	0	204.115	5.22683	1895.74	0.707107	-0.707106	7.72715e-009	7.72715e-009		$|
-1939786804	0	object/static/structure/tatooine/pillar_pristine_tall_style_01.iff	0	189.661	2.01767	1905.05	-0.554755	0.365154	0.589655	-0.459584		$|
-1376581304	0	object/static/structure/tatooine/pillar_pristine_tall_style_01.iff	0	190.543	-1.0925	1896.89	1	0	0	0		$|
-327503350	0	object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	0	188.983	2.04885	1897.84	0.994736	-0.02167	-0.0442335	-0.0898536		$|
-1408844359	0	object/tangible/poi/spawnegg/exterior_spawnegg.iff	0	1843.370117	11.95355988	591.569458	1	0	0	0		$|
-850991870	0	object/tangible/poi/spawnegg/exterior_spawnegg.iff	0	177.375732	3	1896.365967	1	0	0	0		$|
