objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-30478000	0	object/building/kashyyyk/thm_kash_rodian_bannerpole_s01.iff	0	0	195	0	1	0	0	0		$|
-1351944712	0	object/weapon/ranged/carbine/carbine_e11_mark2.iff	0	1098.99	-207	521.844	0.716506	0.122687	-0.130382	-0.674216	systems.combat.combat_weapon	weapon.original_max_range|2|50.000000|$|
-566472359	0	object/tangible/collection/storm_trooper_helmet.iff	0	1098.36	-207.135	521.732	-0.483	0.608434	0.581675	0.241192	systems.collections.consume_click	collection.slotName|4|col_storm_trooper_armor:storm_trooper_helmet|$|
-1680781510	0	object/static/structure/general/skeleton_human_headandbody.iff	0	1099.75	-207	521.35	0.759405	-0.00245995	-0.649174	0.0432518		$|
-1942437621	0	object/static/structure/general/atat_debris_01.iff	0	1094.24	-207	529.216	1	0	0	0		$|
-211383236	0	object/static/structure/general/atat_debris_02.iff	0	1087.81	-207	507.057	1	0	0	0		$|
-1528188628	0	object/static/structure/general/atat_destroyed.iff	0	1102.15	-208.666	525.922	1	0	0	0		$|
-855331544	0	object/static/structure/general/skeleton_human_headandbody.iff	0	1099.6	-207	519.999	-0.035595	0.8242	0.0199104	-0.564828		$|
-86489777	0	object/static/structure/general/skeleton_human_body.iff	0	1096.18	-207	541.718	0.862807	0	0	-0.505533		$|
-1927225589	0	object/static/structure/general/skeleton_human_head.iff	0	1097	-207	543.014	-0.461418	-0.520587	0.593553	0.404694		$|
-1162144452	0	object/static/structure/general/skeleton_human_body.iff	0	1114.96	-207	520.03	1	0	0	0		$|
-1724991838	0	object/static/structure/general/skeleton_human_head.iff	0	1102.3	-207	518.588	-0.573147	0.243626	0.183595	0.760553		$|
-774325041	0	object/static/structure/general/tato_cave_stalagmite_small.iff	0	65.3896	-196.369	621.946	1	0	0	0		$|
-1908401984	0	object/static/structure/general/tato_cave_stalagmite_small.iff	0	64.4624	-196.377	618.733	1	0	0	0		$|
-2093773463	0	object/static/item/item_bowl_shallow.iff	0	64.9673	-196.374	620.378	1	0	0	0		$|
-555016066	0	object/building/endor/endor_tiki_torch.iff	0	64.918	-197.869	620.351	1	0	0	0		$|
-1556862676	0	object/tangible/furniture/all/frn_all_rug_rectangle_large_style_01.iff	0	63.1357	-196.472	620.833	0.990901	0	0.13459	0		$|
-1621582391	0	object/static/structure/general/tato_cave_stalagmite_small.iff	0	537.224	-196.81	195.513	1	0	0	0		$|
-1668142224	0	object/static/structure/general/tato_cave_stalagmite_tiny.iff	0	536.354	-196.973	195.115	0.984727	0	0	-0.174108		$|
-1847828235	0	object/static/structure/general/skeleton_human_head.iff	0	536.797	-196.808	194.957	0.301053	0	0.953607	0		$|
-565923755	0	object/static/structure/naboo/gungan_pillar_ruined_s01.iff	0	1102.52	-197.998	37.0166	0.988771	0	0	0.149438		$|
-1927376940	0	object/static/structure/naboo/gungan_pillar_damaged_s01.iff	0	1094.24	-197.922	37.6191	1	0	0	0		$|
-694282569	0	object/static/structure/naboo/gungan_sacred_head_s01.iff	0	1097.8	-197.682	37.5088	-0.0242013	0	0.999707	0		$|
-556911782	0	object/static/structure/naboo/gungan_wall_ruined_lg_s02.iff	0	1092.68	-198.407	38.4795	-0.22186	-0.0163845	0.972913	0.0628538		$|
-231542615	0	object/static/structure/naboo/gungan_wall_ruined_sm_s02.iff	0	1100.41	-197.701	39.5366	0.955337	0	-0.29552	0		$|
-976317925	0	object/static/structure/general/streetlamp_small_style_01.iff	0	1097.09	-199.698	33.9043	1	0	0	0		$|
-1960783934	0	object/static/flora/flora_decd_scorched_tallbirch.iff	0	2022.87	-195.629	105.412	1	0	0	0		$|
-879410635	0	object/static/structure/general/skeleton_human_head.iff	0	2023.85	-194.458	105.409	0.593818	0	0.804599	0		$|
-1241413427	0	object/static/structure/general/skeleton_human_head.iff	0	2023.75	-193.919	105.415	0.613746	0	0.789504	0		$|
-2079230854	0	object/static/structure/dantooine/dant_skull_bol.iff	0	2023.8	-195.413	105.429	0.593818	0	0.804599	0		$|
-2083494600	0	object/tangible/poi/spawnegg/exterior_spawnegg.iff	0	63.005859	-196.4911804	623.788086	1	0	0	0		$|
-1946274642	0	object/tangible/poi/spawnegg/exterior_spawnegg.iff	0	1097.228027	-197.6695709	29.799805	1	0	0	0		$|
