objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-774325041	0	object/building/general/corellia_afarathu_cave.iff	0	1187	191	1062	0.587785	0	0.809017	0		$|
-1908401984	-774325041	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-2093773463	-774325041	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
-555016066	-774325041	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
-1556862676	-774325041	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
-1621582391	-774325041	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
-1668142224	-774325041	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
-1847828235	-774325041	object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
-565923755	-774325041	object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
-1927376940	-774325041	object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
-694282569	-774325041	object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
-556911782	-774325041	object/cell/cell.iff	11	0	0	0	1	0	0	0		$|
-231542615	-556911782	object/static/installation/mockup_factory_organic_style_1.iff	0	1957.2	-100.9	-6244.1	-0.0697565	0	0.997564	0		$|
-976317925	0	object/static/structure/dantooine/dant_totem_pole.iff	0	632.9	272.5	5.6001	-0.529919	0	0.848048	0		$|
-1960783934	0	object/building/kashyyyk/thm_all_humanoid_bone_pile_s03.iff	0	635.1	272.6	6.5	0.902585	0	0.430511	0		$|
-1241413427	-879410635	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-2079230854	-879410635	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
-2083494600	-879410635	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
-1946274642	-879410635	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
-1677962170	-879410635	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
-1647848179	-879410635	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
-1062241431	-879410635	object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
-854658269	-879410635	object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
-2090498086	-879410635	object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
-942219052	-879410635	object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
-1720483051	-879410635	object/cell/cell.iff	11	0	0	0	1	0	0	0		$|
-609843239	-1720483051	object/static/installation/mockup_factory_organic_style_1.iff	0	1957.2	-100.9	-6244.1	-0.0697565	0	0.997564	0		$|
