item	cash	class	script	note
s[none]	i[0]	i[0]	s	c
object/tangible/wearables/gloves/appearance_invisible_s01.iff	1
object/tangible/wearables/gloves/gloves_bossk_reward.iff	1
object/tangible/wearables/gloves/gloves_corsec.iff	1
object/tangible/wearables/gloves/gloves_s02.iff	1
object/tangible/wearables/gloves/gloves_s03.iff	1
object/tangible/wearables/gloves/gloves_s06.iff	1
object/tangible/wearables/gloves/gloves_s07.iff	1
object/tangible/wearables/gloves/gloves_s10.iff	1
object/tangible/wearables/gloves/gloves_s11.iff	1
object/tangible/wearables/gloves/gloves_s12.iff	1
object/tangible/wearables/gloves/gloves_s13.iff	1
object/tangible/wearables/gloves/gloves_s14.iff	1
object/tangible/wearables/gloves/gloves_tusken_raider.iff	1
object/tangible/wearables/gloves/gloves_tusken_raider_s04.iff	1
object/tangible/wearables/gloves/minder_gloves_of_creature_knowledge.iff	1
