item	cash	class	script	note
s[none]	i[0]	i[0]	s	c
object/tangible/wearables/wookiee/wke_gloves_s01.iff	1
object/tangible/wearables/wookiee/wke_gloves_s02.iff	1
object/tangible/wearables/wookiee/wke_gloves_s03.iff	1
object/tangible/wearables/wookiee/wke_gloves_s04.iff	1
object/tangible/wearables/wookiee/wke_hat_s01.iff	1
object/tangible/wearables/wookiee/wke_hood_s01.iff	1
object/tangible/wearables/wookiee/wke_hood_s02.iff	1
object/tangible/wearables/wookiee/wke_hood_s03.iff	1
object/tangible/wearables/wookiee/wke_lifeday_robe.iff	1
object/tangible/wearables/wookiee/wke_lifeday_robe_f.iff	1
object/tangible/wearables/wookiee/wke_lifeday_robe_m.iff	1
object/tangible/wearables/wookiee/wke_shirt_s01.iff	1
object/tangible/wearables/wookiee/wke_shirt_s02.iff	1
object/tangible/wearables/wookiee/wke_shirt_s03.iff	1
object/tangible/wearables/wookiee/wke_shirt_s04.iff	1
object/tangible/wearables/wookiee/wke_shirt_s05.iff	1
object/tangible/wearables/wookiee/wke_shoulder_pad_s01.iff	1
object/tangible/wearables/wookiee/wke_shoulder_pad_s02.iff	1
object/tangible/wearables/wookiee/wke_skirt_s01.iff	1
object/tangible/wearables/wookiee/wke_skirt_s02.iff	1
object/tangible/wearables/wookiee/wke_skirt_s03.iff	1
object/tangible/wearables/wookiee/wke_skirt_s04.iff	1
