item	cash	class	script	note
s[none]	i[0]	i[0]	s	c
object/tangible/wearables/jacket/appearance_invisible_s01.iff	1
object/tangible/wearables/jacket/jacket_ace_imperial.iff	1
object/tangible/wearables/jacket/jacket_ace_imperial_craft.iff	1
object/tangible/wearables/jacket/jacket_ace_privateer.iff	1
object/tangible/wearables/jacket/jacket_ace_privateer_craft.iff	1
object/tangible/wearables/jacket/jacket_ace_rebel.iff	1
object/tangible/wearables/jacket/jacket_ace_rebel_craft.iff	1
object/tangible/wearables/jacket/jacket_gcw_imperial_01.iff	1
object/tangible/wearables/jacket/jacket_gcw_rebel_01.iff	1
object/tangible/wearables/jacket/jacket_gmf_01.iff	1
object/tangible/wearables/jacket/jacket_lifeday_09_01.iff	1
object/tangible/wearables/jacket/jacket_lifeday_09_02.iff	1
object/tangible/wearables/jacket/jacket_lifeday_figrin_dan.iff	1
object/tangible/wearables/jacket/jacket_outbreak_prison_guard.iff	1
object/tangible/wearables/jacket/jacket_s02.iff	1
object/tangible/wearables/jacket/jacket_s03.iff	1
object/tangible/wearables/jacket/jacket_s05.iff	1
object/tangible/wearables/jacket/jacket_s06.iff	1
object/tangible/wearables/jacket/jacket_s07.iff	1
object/tangible/wearables/jacket/jacket_s08.iff	1
object/tangible/wearables/jacket/jacket_s10.iff	1
object/tangible/wearables/jacket/jacket_s11.iff	1
object/tangible/wearables/jacket/jacket_s12.iff	1
object/tangible/wearables/jacket/jacket_s13.iff	1
object/tangible/wearables/jacket/jacket_s14.iff	1
object/tangible/wearables/jacket/jacket_s15.iff	1
object/tangible/wearables/jacket/jacket_s16.iff	1
object/tangible/wearables/jacket/jacket_s17.iff	1
object/tangible/wearables/jacket/jacket_s18.iff	1
object/tangible/wearables/jacket/jacket_s19.iff	1
object/tangible/wearables/jacket/jacket_s21.iff	1
object/tangible/wearables/jacket/jacket_s22.iff	1
object/tangible/wearables/jacket/jacket_s24.iff	1
object/tangible/wearables/jacket/jacket_s25.iff	1
object/tangible/wearables/jacket/jacket_s26.iff	1
object/tangible/wearables/jacket/jacket_s35.iff	1
object/tangible/wearables/jacket/jacket_s36.iff	1
object/tangible/wearables/jacket/jacket_s48.iff	1
